,text
1095,4月16日下午，斗鱼旗下DYG电子竞技俱乐部正式启用深圳南山文化馆作为俱乐部的城市主场馆，4月17日，深圳DYG将在这个场馆内迎战TES战队，首次以东道主身份亮相KPL春季赛小组赛。
1096,资料显示，DYG俱乐部成立于2016年，由斗鱼直播与企鹅体育共同孵化。建队之初，DYG的成绩居于王者荣耀职业联赛（KPL）的中游位置，但经过四年的发展，DYG已经成功斩获2020 KPL秋季赛总冠军、2020KPL冬季冠军杯总决赛亚军等荣誉。
1097,深圳DYG电子竞技俱乐部CEO孟强在接受21世纪经济报道采访时表示，对于主场城市的选择，DYG俱乐部从2020年下半年就开始进行研判，一开始，觉得做城市主场是比较重资产的事情，所以首先可能会考虑一些低成本二线城市。
1098,但是，在接触各个城市后，孟强发现各地政府对电竞产业都是很积极的扶持态度，而在综合多方因素后，DYG最终选择了深圳。从2020年12月份开始推进落地工作，今年1月23日，正式对外官宣了DYG落户深圳市南山区，并更名为深圳DYG。
1099,据孟强透露，此次南山文化馆的主场改造，从筹备到落地仅用时两个月，如此高效的“深圳速度”背后，其实是DYG与深圳这座城市的“天作之合”。
1100,据不完全统计，深圳市游戏企业数量超4000家，上市游戏企业27家，千万级常住人口的平均年龄不到33岁。可以看出，深圳是一个天然具有电竞基因且充满年轻活力的城市，在主场化运营的加持下，这一庞大的市场空间有望源源不断地提供观赛人口、服务和周边经济，从而催生出规模庞大的电竞产业生态。
1101,更为重要的是，深圳从政策方面，也对电竞产业的发展释放出了积极的信号。今年1月，深圳市南山区发布了《关于支持电竞产业发展的实施意见》，其中，深圳南山区提出了“顶级电竞赛事举办地”、“中国电竞产业总部基地”、“粤港澳电竞产业中心”等三个发展目标。
1102,围绕这三个目标，深圳南山区又从打造产业品牌、培育产业主体、拓展产业空间、培养产业人才、提升产业服务等角度进一步细化了具体任务。
1103,实际上，在整个深圳市中，南山区也是最具电竞产业发展优势的区域。因为深圳大部分电竞资源都集中在南山，除了腾讯在电竞内容开发、赛事运营等方面走在行业最前端外，这里还聚集了创梦天地、星河互动等一批行业领先的游戏、电竞企业。
1104,而DYG俱乐部落户到这样一个产业链相对完善且成熟的地方，对其未来的发展自然也大有裨益。尤其是DYG现在主要深耕的KPL赛事，也是腾讯旗下的电竞赛事，现在DYG与腾讯做了邻居，DYG在深圳也能得到腾讯方面的很多帮助。
1105,当然，DYG俱乐部落户深圳背后，也是KPL联盟在地域化发展上迈出的又一步。据记者了解，KPL从成立之初就确定了地域化的发展策略，并在过去几年，通过分步骤的策略逐步实现地域化。
1106,据腾讯互娱天美电竞中心总经理、王者荣耀KPL联盟主席张易加介绍，深圳DYG是KPL第11支获得城市冠名的俱乐部，也是全国第六个（包含上海联盟主场）拥有线下城市主场的俱乐部。
1107,张易加曾向记者表示，KPL希望能够将职业俱乐部跟中国更多的城市结合起来，通过电竞与城市的结合，去带动更多人关注赛事，同时也让粉丝和俱乐部的联系绑定的更加紧密。
1108,粤港澳电竞产业中心成型
1109,近年来，电竞产业始终积极拥抱“传统体育”概念，在2020年8月全球电竞运动领袖峰会上，业内达成了“电竞要向传统体育运营模式和产业生态系统靠拢”的重要共识，而“一城一队”的主客场制也成了电竞体育化的“必修课”。
1110,张易加称，目前，大湾区内已经拥有广州TTG、佛山GK、深圳DYG三大顶级电竞俱乐部，同时，王者荣耀甲级职业联赛也已在惠州打响，深圳电竞制作中心即将投入使用，整个大湾区内电竞产业链的上下游体系已经打通。
1111,此外， 除了KPL相关的俱乐部外，广东省近年来在吸引电竞赛事落地方面也是动作不断。比如2019年，王者荣耀冠军杯赛事便分别在深圳、广州、澳门多地举办。
1112,这些成绩背后，与整个粤港澳大湾区对电竞产业的支持密不可分。据悉，广东省此前先后印发《关于培育发展战略性支柱产业集群和战略性新兴产业集群的意见》《广东省培育数字创意战略性新兴产业集群行动计划（2021—2025年）》，明确提出发展电竞等新兴业态。
1113,深圳市人民政府办公厅则印发《关于加快文化产业创新发展的实施意见》（2020年），明确提出扶持绿色健康、具有中国文化特色和自主知识产权的原创游戏产品，支持举办高水平的电竞赛事。
1114,尤其是深圳，作为电竞产业研发中心，拥有腾讯等一批行业龙头企业，其在粤港澳电竞产业合作方面已有成绩，如亚洲电竞协会和澳门电子竞技便已经与腾讯、深圳市及各区建立合作。
1115,目前，电子竞技作为当下最受年轻人欢迎的项目之一，其已经成为各个城市明争暗抢的重要目标。据不完全统计，目前已经有北京、上海、广州、杭州、西安、成都等在内的22个城市出台了支持电竞产业发展的细则和政策。
1116,对KPL来说，粤港澳大湾区已经成为其布局最深的区域之一，此次DYG落户深圳，也帮助整个大湾区进一步完善了整个电竞产业版图。未来，粤港澳大湾区也有望成为国内电竞产业发展的驱动引擎之一。
1117,深圳DYG的新征程
1118,对于DYG俱乐部而言，入驻深圳之后，也将开启一段全新的征程。深圳DYG电子竞技俱乐部总经理严祺向记者表示，主场是电竞体育化的重要标志，也是“一城之队”的粉丝们的聚集地。接下来，DYG会以场馆为基点，凝聚本地粉丝，通过融合城市情感与传统体育的荣辱观，营造出DYG与深圳强绑定的电竞城市文化氛围。
1119,据腾讯游戏人生、王者人生平台负责人王冬介绍，腾讯王者人生将从“赛事主场赋能”、“商业体跨界融合”、“城市电竞新名片打造”三个方面战略支持深圳DYG落地主场。
1120,具体而言，是腾讯将通过产品技术赋能+本地商业打通+粉丝精准运营的核心能力与资源，帮助深圳DYG以主场为中轴心，辐射周边商业体，逐步构建起一个多元、丰富的电竞文化生活圈，最终实现电竞IP与城市业态共融共通。
1121,王冬举例称，未来，深圳DYG的粉丝们只需凭借一张比赛门票，即可享受到很多其他生活业态的优惠。目前，深圳DYG已经与深圳本地连锁便利店品牌美宜佳以及中国邮政等达成合作，将通过打造主题便利店、发行限定邮票等方式，帮助DYG加强与深圳的融合。
1122,据严祺透露，DYG接下来也会以主场落地为契机，通过举办高校赛、大众赛等大型赛事，发掘深圳本土优秀电竞选手及电竞行业人才，建立本土电竞行业人才培养体系，以鼓励更多有天赋有理想的电竞爱好者实现梦想。
1123,在采访时，严祺向记者表示，他十几年前也是一名电竞职业选手，只不过那时候的行业环境远不如现在。比如在行业认知上，外界对电竞的争议还很大，商业角度，电竞选手也无法通过这个职业去谋生，基本都是受兴趣推动。
1124,但是现在，国家对电竞产业的认可，以及大众对电竞的接受，都让电竞产业开始走向正轨。尤其是资本的注入，让电竞产业可以实现自我造血，这也进一步推动了电竞规范化的发展，现在，要想成为一名电竞职业选手，光靠兴趣可不行，这已经成为一个高强度的职业。
1125,严祺说，现在，DYG整个俱乐部有100多人，其中直接为首发队员服务的就有一个专业团队，包括教练、助教、数据分析师、赛训督导、战队经纪人等等。
1126,不过，虽然相比以往已经进步很多，但电竞产业仍然处于发展初期，包括人才方面也存在很大缺口。营收方面，严祺表示，俱乐部目前的主要营收来源是依靠赛事分成、商业赞助以及门票收入等，其中门票收入现在虽然比较少，但未来的成长空间会很大。
1127,严祺坦言，对于所有电竞俱乐部来说，肯定都希望自己能盈利。而在俱乐部通往盈利的道路上，地域化推广或许能成为一个加速引擎。
1128,作为KPL联盟的掌舵者，张易加则表示，“地域化发展”将是KPL联盟的重要战略之一，对KPL来说，更多的队伍脱离联盟主场，拥有自己的城市主场将是一个必然结果，KPL的终极状态就是不再需要联盟主场。
1129,更多内容请下载21财经APP
1130,责编：李剑华，实习生陈莹琪
1131,成都AG有光之轮换，望月草在线点评RW侠阵容成草之轮换：我个人认为无名和无心、无心不弃这两套比较好，我个人感觉打比赛的时候，如果克制已经没有用的时候，就拿自己最擅长的阵容去打，这样赢的几率会特别大。不管是在打野节奏还是英雄的熟练度上，自己擅长的阵容都具有天然的优势，尽管对面的阵容有着一些配合，但是把自己的阵容发挥到极致，就能够获得胜利。
1132,"
而且选到自己心仪的英雄，自己会有一种自信，这样在游戏中操作的可能性会变得更大，而一些不熟悉的英雄及时能有一些很不错的配合，但是能不能操作出来，这也是一个问题。
而且自己没有那么擅长的英雄，对线很可能就被打爆了，那还谈什么游戏？还谈什么胜利呢？
事情是这样的，2021年11月27日，虎牙KPL秋季赛常规赛第三轮第三周DAY4火热开战，首场深圳DYG3-1轻取济南RW侠，随后杭州LGD大鹅3-0横扫西安WE，第三场MTG和成都AG大战五局，最终成都AG3-2拿下胜利。"
1133,成都AG.初晨阿古朵二技能给奶，居居吐槽：只要你们别想歪，都还好，深圳DYG.小义选出马可，望月草吐槽：对面韩信基本上没输过，小义的马可懂得都懂。
1134,深圳DYG.情川马超表现亮眼，望月草调侃：我就问还有谁？情川的马超和关羽胜率都超过90了，深圳DYG选出火舞、蒙犽及橘右京，望月草完美预言：这阵容我都不知道DYG要怎么赢，直接七三开了都。
1135,曹教练英雄小课堂开课了：吕布选出来确实厉害，但是对面有孙膑的话，到后期孙膑的作用比较大。
1136,最后，大家对于“深圳DYG选出火舞阵容，望月草完美预言：这阵容不知道DYG怎么赢！”有什么独到的看法？欢迎在评论区讨论！
1137,王者荣耀2022KPL夏季赛季后赛，在8月17日正式开赛！XYG对阵上海EDGM的比赛，成为了季后赛的首秀战。
1138,在开赛前的预测中，18名预测嘉宾，无一人预测EDGM能获胜。然而在8月17日结束的比赛中，XYG就是在所有解说嘉宾都看好的情况下，以2-4的比分，爆冷不敌上海EDGM，让自己在2022年KPL夏季赛季后赛一轮游，最终并列十强。
1139,XYG从两个四强，再到十强，也算是造就了进入KPL联赛以来最差战绩。随着上海EDGM击败了XYG，所有的预测季后赛走势的结束嘉宾，皆已全部翻车。XYG在第三轮常规赛一度5连胜，4个3-0，一个3-1，一副在A组乱杀的样子。
